IDP	GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P
C64_14	FAXC	6	99720793	99797594	262	21	33406	7.1601	4.0298e-13
C64_14	COQ3	6	99817279	99842082	75	10	33395	6.2138	2.586e-10
C64_14	USP45	6	99880182	99963565	217	17	33278	6.9964	1.3135e-12
C64_14	TSTD3	6	99968870	99981061	35	8	33288	7.0432	9.3958e-13
C64_14	CCNC	6	99990263	100016849	71	10	33480	7.5164	2.8144e-14
C64_14	PRDM13	6	100054650	100063454	14	6	33145	6.1288	4.4285e-10
C64_14	RELN	7	103112231	103629963	2051	98	33347	11.85	1.0779e-32
C64_14	TOX	8	59717977	60031767	777	63	33315	5.4276	2.8559e-08
C64_14	ZFHX4	8	77593515	77779521	368	32	33430	6.4647	5.0743e-11
C64_14	C16orf78	16	49407808	49433321	77	9	33396	7.2142	2.7134e-13
C64_14	SKOR2	18	44738460	44775554	91	12	33358	6.8771	3.0545e-12
C64_14	DSCAM	21	41384343	42219039	2989	193	33328	7.6494	1.0093e-14
C64_15	CD101	1	117544372	117579173	90	20	33362	5.9875	1.0656e-09
C64_15	NCK2	2	106361520	106510730	549	29	33353	5.5313	1.5896e-08
C64_15	XRCC4	5	82373317	82649579	673	28	33413	5.7521	4.408e-09
C64_15	RELN	7	103112231	103629963	2051	98	33349	6.1593	3.6523e-10
C64_15	PAPPA	9	118916071	119164600	409	66	33261	5.6016	1.062e-08
C64_15	ACTR1A	10	104238986	104262580	71	4	33505	6.2128	2.6017e-10
C64_15	SUFU	10	104263719	104393214	292	13	33470	5.7776	3.7893e-09
C64_15	CCDC53	12	102406717	102455902	104	16	33465	5.3612	4.1343e-08
C64_15	NUP37	12	102467967	102514025	101	16	33489	5.5321	1.5825e-08
C64_15	EXOC5	14	57669194	57735726	115	8	33415	5.784	3.6468e-09
C64_15	MAP2K5	15	67835021	68099455	583	24	33428	7.9248	1.143e-15
C64_15	SKOR1	15	68112042	68126498	33	7	33426	5.3541	4.2997e-08
C64_15	KATNAL2	18	44497565	44628614	372	23	33441	5.5171	1.7231e-08
C64_15	HDHD2	18	44633781	44676891	141	17	33468	6.194	2.9334e-10
C64_15	SKOR2	18	44738460	44775554	91	12	33360	5.8873	1.9633e-09
C64_16	METTL10	10	126434336	126480439	87	12	33382	5.9571	1.2838e-09
C64_17	C1orf185	1	51442129	51613754	318	23	33434	6.5418	3.0391e-11
C64_17	RNF11	1	51701945	51739119	42	7	33398	7.2967	1.4744e-13
C64_17	TTC39A	1	51752930	51810785	109	22	33392	7.3636	8.9484e-14
C64_17	C1orf123	1	53679771	53686289	10	2	33486	5.6262	9.2093e-09
C64_17	MAGOH	1	53692564	53704282	22	6	33324	5.8352	2.6868e-09
C64_17	LRP8	1	53708036	53793821	173	26	33365	6.7192	9.1371e-12
C64_17	KLF7	2	207938861	208031970	270	36	33272	5.4108	3.1366e-08
C64_17	REST	4	57774042	57802010	78	14	33455	7.6551	9.6589e-15
C64_17	NOA1	4	57829516	57843826	43	10	33360	6.4867	4.3863e-11
C64_17	POLR2B	4	57844944	57897334	156	19	33479	5.9328	1.489e-09
C64_17	RELN	7	103112231	103629963	2051	98	33348	5.9315	1.5007e-09
C64_17	PLXNA4	7	131808091	132333447	1499	122	33354	6.6505	1.4603e-11
C64_17	ZFHX4	8	77593515	77779521	368	32	33431	7.5423	2.3092e-14
C64_17	PAPPA	9	118916071	119164600	409	66	33260	8.0609	3.788e-16
C64_17	RAD51B	14	68286496	69149889	1949	88	33363	6.1371	4.2027e-10
C64_17	ZFP36L1	14	69254372	69263184	18	5	33343	7.7285	5.4401e-15
C64_17	MAP2K5	15	67835021	68099455	583	24	33427	6.1463	3.9663e-10
C64_18	GINM1	6	149887528	149912067	19	5	33365	6.2082	2.68e-10
C64_18	KATNA1	6	149916009	149970154	109	4	33411	6.1895	3.0177e-10
C64_18	LATS1	6	149979289	150039392	87	5	33453	6.3931	8.1257e-11
C64_18	NUP43	6	150045457	150067688	38	3	33470	6.5026	3.9475e-11
C64_18	PCMT1	6	150070831	150132557	158	5	33449	6.5409	3.0583e-11
C64_18	LRP11	6	150139894	150186398	75	5	33366	5.7974	3.3678e-09
C64_18	LPAR1	9	113635542	113801523	494	37	33310	5.427	2.8652e-08
C64_18	METTL10	10	126434336	126480439	87	12	33382	6.5719	2.4841e-11
C64_18	WIF1	12	65444404	65515346	114	15	33373	6.6604	1.3659e-11
C64_18	LEMD3	12	65563351	65642141	86	13	33440	6.5088	3.7881e-11
C64_18	MSRB3	12	65672423	65860687	269	21	33412	7.3991	6.8561e-14
C64_2	SFTA2	6	30899127	30899952	9	3	33540	5.6973	6.0877e-09
C64_20	IGF2BP1	17	47074774	47133507	101	15	33377	5.4245	2.9052e-08
C64_22	HIST1H2BD	6	26157419	26171577	21	7	33470	5.5386	1.5245e-08
C64_22	PRRC2A	6	31588450	31605554	63	15	33502	5.4315	2.7935e-08
C64_23	CDC42EP3	2	37869025	37899678	103	16	33220	5.3774	3.7787e-08
C64_23	EPHA3	3	89156674	89531284	689	27	33355	7.5017	3.1507e-14
C64_23	C4orf22	4	81256861	81884910	1380	36	33434	5.6127	9.9625e-09
C64_23	LLGL1	17	18128907	18148189	43	6	33349	5.471	2.238e-08
C64_25	ZIC4	3	147103835	147124596	33	9	33403	6.9436	1.9111e-12
C64_25	ZIC1	3	147127181	147134506	10	6	33365	6.5215	3.4814e-11
C64_25	FAM53B	10	126307861	126432930	258	24	33326	6.5733	2.4612e-11
C64_25	METTL10	10	126434336	126480439	87	12	33382	7.4942	3.3362e-14
C64_25	FAM175B	10	126490354	126525239	54	10	33429	6.0159	8.9454e-10
C64_25	NAV3	12	78224685	78606790	1216	75	33363	5.8015	3.2866e-09
C64_25	BMP4	14	54416454	54423554	14	5	33314	5.4503	2.5139e-08
C64_26	ENPP2	8	120569317	120685644	267	29	33342	6.0809	5.977e-10
C64_28	DAAM1	14	59655329	59838123	560	29	33360	6.0584	6.8734e-10
C64_29	DAAM1	14	59655329	59838123	560	29	33360	6.0338	8.0079e-10
C64_3	P4HA2	5	131528299	131563556	67	13	33362	5.406	3.2233e-08
C64_3	MSRB3	12	65672423	65860687	269	21	33411	5.6739	6.9795e-09
C64_3	UQCC1	20	33890369	33999945	174	10	33467	7.4045	6.5836e-14
C64_3	GDF5	20	34021149	34026027	11	3	33504	7.1129	5.6799e-13
C64_31	ZIC4	3	147103835	147124596	33	9	33403	5.387	3.583e-08
C64_32	EXT1	8	118811602	119124058	732	54	33364	5.5922	1.1209e-08
C64_32	DAAM1	14	59655329	59838123	560	29	33358	6.4994	4.032e-11
C64_32	ALDH1A2	15	58245622	58358121	331	15	33329	5.7604	4.1963e-09
C64_33	RAB13	1	153954093	153958853	3	2	33352	5.6691	7.1777e-09
C64_4	C1orf185	1	51442129	51613754	318	23	33435	6.4464	5.7285e-11
C64_4	RNF11	1	51701945	51739119	42	7	33399	7.1864	3.3268e-13
C64_4	TTC39A	1	51752930	51810785	109	22	33393	7.4429	4.9238e-14
C64_4	DISC1	1	231762561	232177018	1076	105	33310	6.3034	1.4563e-10
C64_4	KLF7	2	207938861	208031970	270	36	33273	6.2847	1.6425e-10
C64_4	EPHA3	3	89156674	89531284	689	27	33355	7.0679	7.8638e-13
C64_4	TMEM161B	5	87485450	87564665	120	18	33283	5.4844	2.0749e-08
C64_4	MMS22L	6	97590037	97731126	282	17	33456	5.3676	3.9904e-08
C64_4	PLXNA4	7	131808091	132333447	1499	122	33355	6.6143	1.8666e-11
C64_4	PAPPA	9	118916071	119164600	409	66	33261	8.9438	1.88e-19
C64_4	FRMD4A	10	13685706	14372866	2622	202	33307	5.7278	5.0865e-09
C64_4	NTM	11	131240371	132206716	2836	218	33291	6.1055	5.1234e-10
C64_4	ZFP36L1	14	69254372	69263184	18	5	33344	5.5212	1.6833e-08
C64_4	SEMA6D	15	47476403	48066420	1658	60	33349	5.9056	1.7572e-09
C64_4	IQCH	15	67547138	67794142	417	22	33452	5.6114	1.0036e-08
C64_4	C15orf61	15	67813522	67819641	10	4	33303	6.5083	3.8012e-11
C64_4	MAP2K5	15	67835021	68099455	583	24	33428	7.8529	2.0318e-15
C64_4	SKOR1	15	68112042	68126498	33	7	33426	6.2237	2.4276e-10
C64_4	C16orf78	16	49407808	49433321	77	9	33398	7.4241	5.6788e-14
C64_4	PIAS2	18	44388900	44500130	265	13	33462	6.2408	2.1773e-10
C64_4	KATNAL2	18	44497565	44628614	372	23	33441	7.0184	1.1217e-12
C64_4	TCEB3B	18	44558943	44561988	17	5	33427	6.7098	9.7427e-12
C64_4	HDHD2	18	44633781	44676891	141	17	33468	7.2201	2.5968e-13
C64_4	IER3IP1	18	44681390	44702745	62	8	33495	5.7657	4.0664e-09
C64_4	SKOR2	18	44738460	44775554	91	12	33360	6.4763	4.7009e-11
C64_40	CCDC91	12	28343360	28703099	909	18	33419	5.8177	2.9825e-09
C64_42	GMNC	3	190570526	190610190	95	18	33313	5.7193	5.3487e-09
C64_42	DNAJC5	20	62526455	62567384	147	15	33395	6.0475	7.3564e-10
C64_43	ATP13A2	1	17312453	17338467	56	11	33430	5.8562	2.3676e-09
C64_43	PADI2	1	17393256	17445948	249	15	33395	5.4573	2.4173e-08
C64_43	ADAMTS9	3	64501330	64673676	405	35	33278	5.4184	3.0073e-08
C64_43	EPHA3	3	89156674	89531284	689	27	33354	6.3082	1.4117e-10
C64_43	HHIP	4	145567148	145662542	176	14	33437	6.2008	2.8082e-10
C64_43	SEMA3A	7	83587659	84122040	1718	72	33387	5.5183	1.7117e-08
C64_43	FAM53B	10	126307861	126432930	258	24	33325	6.7236	8.8623e-12
C64_43	METTL10	10	126434336	126480439	87	12	33381	7.537	2.4036e-14
C64_43	FAM175B	10	126490354	126525239	54	10	33428	7.0271	1.0547e-12
C64_43	DAAM1	14	59655329	59838123	560	29	33359	5.5356	1.5508e-08
C64_49	CPED1	7	120628751	120937498	766	33	33394	5.6156	9.7944e-09
C64_5	GLIS1	1	53971904	54203748	571	37	33331	5.4429	2.6203e-08
C64_5	PARD3B	2	205410516	206484886	2543	129	33364	9.1381	3.1790000000000003e-20
C64_5	ARL15	5	53180578	53606403	1326	82	33317	6.0449	7.4746e-10
C64_5	SH2B2	7	101928405	101962178	68	19	33199	5.3993	3.346e-08
C64_5	RELN	7	103112231	103629963	2051	98	33349	7.0534	8.7276e-13
C64_5	ALDH1A2	15	58245622	58358121	331	15	33331	6.171	3.3935e-10
C64_5	CDH11	16	64916794	65160015	833	35	33446	6.599	2.0695e-11
C64_51	PRR23A	3	138722804	138725110	5	3	33421	6.1664	3.4931e-10
C64_51	DAAM1	14	59655329	59838123	560	29	33360	5.7534	4.3723e-09
C64_54	SSH2	17	27952956	28257231	400	17	33435	5.5507	1.4223e-08
C64_54	SLC6A4	17	28521337	28562986	69	13	33364	5.4926	1.9798e-08
C64_56	POLD3	11	74303575	74380386	248	20	33395	5.7306	5.0041e-09
C64_58	ZIC4	3	147103835	147124596	33	9	33402	7.7995	3.1086e-15
C64_58	ZIC1	3	147127181	147134506	10	6	33364	7.3187	1.2518e-13
C64_58	NAV2	11	19372271	20143147	2111	199	33311	6.2693	1.813e-10
C64_58	DAAM1	14	59655329	59838123	560	29	33359	6.8	5.2304e-12
C64_6	HIVEP3	1	41972036	42501596	1317	55	33378	5.6348	8.7635e-09
C64_6	C1orf185	1	51442129	51613754	318	23	33434	6.9997	1.2827e-12
C64_6	RNF11	1	51701945	51739119	42	7	33398	6.3094	1.4008e-10
C64_6	TTC39A	1	51752930	51810785	109	22	33392	6.5124	3.6977e-11
C64_6	SLC44A5	1	75667816	76081698	1011	35	33368	5.5488	1.4385e-08
C64_6	PAX3	2	223064606	223163715	264	31	33311	7.5532	2.1233e-14
C64_6	FOXO3	6	108881026	109005972	179	21	33382	5.7703	3.9555e-09
C64_6	STK17A	7	43622692	43666978	129	11	33436	5.5602	1.3475e-08
C64_6	COA1	7	43648052	43769140	367	15	33482	5.4752	2.1857e-08
C64_6	PAPPA	9	118916071	119164600	409	66	33260	5.4189	2.9984e-08
C64_6	ASTN2	9	119187504	120177317	3022	146	33350	5.3593	4.1764e-08
C64_6	CCDC53	12	102406717	102455902	104	16	33464	6.1094	5e-10
C64_6	NUP37	12	102467967	102514025	101	16	33488	7.6315	1.1602e-14
C64_6	PARPBP	12	102513956	102591298	154	15	33470	6.7559	7.0983e-12
C64_6	IGF1	12	102789645	102875563	152	22	33404	6.8345	4.1132e-12
C64_6	ZFP36L1	14	69254372	69263184	18	5	33343	7.1464	4.4525e-13
C64_6	SPECC1	17	19912649	20218072	682	20	33437	5.713	5.55e-09
C64_6	NUMBL	19	41171810	41196556	74	15	33348	6.492	4.2342e-11
C64_6	RAB4B	19	41283670	41302849	65	12	33433	6.3785	8.9429e-11
C64_60	BTN3A2	6	26365387	26378548	98	8	33494	5.8573	2.3518e-09
C64_60	BTN2A1	6	26458132	26476849	61	12	33481	5.8724	2.1482e-09
C64_60	HIST1H2BN	6	27805544	27821533	29	6	33479	5.5729	1.2524e-08
C64_60	HIST1H4L	6	27840926	27841289	1	1	33541	5.8119	3.0881e-09
C64_60	ZSCAN31	6	28292514	28321972	91	14	33525	5.3919	3.4864e-08
C64_61	ATP13A2	1	17312453	17338467	56	11	33431	5.4273	2.8601e-08
C64_61	ZIC4	3	147103835	147124596	33	9	33403	8.0577	3.8858e-16
C64_61	ZIC1	3	147127181	147134506	10	6	33365	8.0023	6.1062e-16
C64_61	FCHO2	5	72251808	72386349	221	15	33414	5.5919	1.1231e-08
C64_61	C7orf76	7	96110938	96132835	44	10	33354	7.6214	1.2546e-14
C64_61	SHFM1	7	96318079	96339203	52	10	33438	7.7394	4.996e-15
C64_64	SOX5	12	23682438	24715383	2845	220	33294	5.6508	7.983e-09
C64_7	FAF1	1	50906935	51425936	721	30	33440	6.8514	3.6563e-12
C64_7	CDKN2C	1	51434367	51440309	10	4	33431	5.6917	6.2881e-09
C64_7	C1orf185	1	51442129	51613754	318	23	33431	7.1473	4.4239e-13
C64_7	RNF11	1	51701945	51739119	42	7	33395	7.4121	6.2172e-14
C64_7	TTC39A	1	51752930	51810785	109	22	33389	6.9235	2.2037e-12
C64_7	CPT2	1	53662101	53679869	29	6	33407	5.9644	1.228e-09
C64_7	C1orf123	1	53679771	53686289	10	2	33483	5.4427	2.6234e-08
C64_7	MAGOH	1	53692564	53704282	22	6	33321	6.9339	2.0465e-12
C64_7	LRP8	1	53708036	53793821	173	26	33362	7.6514	9.9365e-15
C64_7	CDC42BPA	1	227177566	227506193	1656	23	33477	5.5551	1.3871e-08
C64_7	PAX3	2	223064606	223163715	264	31	33308	5.7884	3.553e-09
C64_7	ARL15	5	53180578	53606403	1326	82	33313	5.784	3.6483e-09
C64_7	HLA-DRA	6	32407619	32412823	60	9	33532	5.8481	2.486e-09
C64_7	ARPC1B	7	98972298	99004226	60	9	33430	5.4379	2.6961e-08
C64_7	BUD31	7	99006243	99017239	27	7	33419	5.5247	1.6505e-08
C64_7	RELN	7	103112231	103629963	2051	98	33345	6.2456	2.1109e-10
C64_7	PAPPA	9	118916071	119164600	409	66	33257	8.0027	6.0854e-16
C64_7	TMEM180	10	104221149	104239546	61	6	33468	5.403	3.2763e-08
C64_7	ACTR1A	10	104238986	104262580	71	4	33501	6.0418	7.6194e-10
C64_7	SUFU	10	104263719	104393214	292	13	33466	5.5757	1.2328e-08
C64_7	ST5	11	8714899	8932498	590	30	33400	5.8744	2.1221e-09
C64_7	NRIP3	11	9002123	9025596	64	9	33434	6.017	8.8836e-10
C64_7	SCUBE2	11	9041047	9113150	188	35	33306	5.409	3.1691e-08
C64_7	CCDC53	12	102406717	102455902	104	16	33461	7.1036	6.0763e-13
C64_7	NUP37	12	102467967	102514025	101	16	33485	7.6619	9.1593e-15
C64_7	PARPBP	12	102513956	102591298	154	15	33467	5.6994	6.013e-09
C64_7	RAD51B	14	68286496	69149889	1949	88	33360	6.2544	1.9959e-10
C64_8	C1orf185	1	51442129	51613754	318	23	33434	7.3595	9.2309e-14
C64_8	RNF11	1	51701945	51739119	42	7	33398	5.9675	1.2047e-09
C64_8	TTC39A	1	51752930	51810785	109	22	33392	5.9754	1.1478e-09
C64_8	DNMT3A	2	25451421	25565459	189	38	33278	5.5479	1.4452e-08
C64_8	PARD3B	2	205410516	206484886	2543	129	33363	5.477	2.1628e-08
C64_8	NPRL2	3	50384918	50388486	1	1	33118	5.9922	1.0349e-09
C64_8	BLOC1S5	6	8013800	8064647	194	15	33398	5.6674	7.248e-09
C64_8	EEF1E1	6	8073593	8102828	87	13	33373	6.1094	5e-10
C64_8	ARID1B	6	157098980	157531913	913	72	33342	6.483	4.4945e-11
C64_8	PAPPA	9	118916071	119164600	409	66	33260	5.5813	1.1939e-08
C64_8	ASTN2	9	119187504	120177317	3022	146	33350	5.5128	1.7658e-08
C64_8	CCDC53	12	102406717	102455902	104	16	33464	5.5315	1.5872e-08
C64_8	NUP37	12	102467967	102514025	101	16	33488	5.3734	3.8633e-08
C64_8	UBE3B	12	109915215	109974510	128	15	33500	6.041	7.6594e-10
C64_8	MMAB	12	109991520	110011358	78	11	33501	7.8778	1.6653e-15
C64_8	MVK	12	110011500	110035071	65	12	33474	7.155	4.1822e-13
C64_8	CDH11	16	64916794	65160015	833	35	33445	6.0033	9.6684e-10
C64_8	MACROD2	20	13976146	16033842	6109	309	33358	6.1347	4.2651e-10
C64_9	LACTBL1	1	23279536	23299524	49	12	33251	5.6922	6.2723e-09
C64_9	C1orf234	1	23337327	23342343	9	3	33344	6.4686	4.947e-11
C64_9	KDM1A	1	23345937	23410184	77	10	33395	6.2186	2.5082e-10
C64_9	MAP4K4	2	102314165	102511152	317	21	33435	5.8915	1.9132e-09
C64_9	KLF7	2	207938861	208031970	270	36	33261	7.4407	5.0076e-14
C64_9	REST	4	57774042	57802010	78	14	33444	7.2709	1.7852e-13
C64_9	NOA1	4	57829516	57843826	43	10	33349	6.8086	4.9264e-12
C64_9	POLR2B	4	57844944	57897334	156	19	33468	7.1239	5.2441e-13
C64_9	PAPPA	9	118916071	119164600	409	66	33249	6.6512	1.454e-11
C64_9	TRIM32	9	119360147	119463579	273	15	33438	6.0011	9.8005e-10
C64_9	TMEM180	10	104221149	104239546	61	6	33460	5.9386	1.4376e-09
C64_9	ACTR1A	10	104238986	104262580	71	4	33493	6.0057	9.5261e-10
C64_9	SUFU	10	104263719	104393214	292	13	33458	5.7605	4.1929e-09
C64_9	CCDC53	12	102406717	102455902	104	16	33453	7.3008	1.43e-13
C64_9	NUP37	12	102467967	102514025	101	16	33477	7.183	3.4101e-13
C64_9	PARPBP	12	102513956	102591298	154	15	33459	6.8983	2.6323e-12
C64_9	IGF1	12	102789645	102875563	152	22	33393	5.9661	1.2149e-09
C64_9	RAD51B	14	68286496	69149889	1949	88	33352	6.11	4.9801e-10
C64_9	NTN1	17	8924859	9147317	775	74	33327	5.4181	3.0121e-08
C64_9	CRHR1	17	43697710	43913194	994	9	33447	5.6899	6.3555e-09
C64_9	SPPL2C	17	43922256	43924438	17	2	33484	5.7044	5.8372e-09
C64_9	MAPT	17	43971702	44105700	709	5	33441	5.6199	9.5526e-09
C64_9	STH	17	44076616	44077060	1	1	33529	5.6286	9.0838e-09
C64_9	KANSL1	17	44107282	44302740	779	4	33334	5.5294	1.6064e-08
C64_9	LRRC37A	17	44316744	44415160	82	5	33114	5.7607	4.1887e-09
C64_9	NSF	17	44668035	44834830	76	8	33367	5.433	2.7711e-08
C64_9	MACROD2	20	13976146	16033842	6109	309	33348	7.4423	4.9461e-14
C128_1	SPAST	2	32288660	32382706	218	17	33416	5.5016	1.882e-08
C128_1	SLC30A6	2	32390910	32449181	125	13	33416	5.9749	1.1508e-09
C128_1	KLF3	4	38665790	38703129	80	18	33241	6.2452	2.1166e-10
C128_1	TMEM161B	5	87485450	87564665	120	18	33282	6.5558	2.7681e-11
C128_1	DPCR1	6	30908777	30921998	37	12	33497	5.635	8.755e-09
C128_1	MICA	6	31367561	31383090	240	27	33489	5.5768	1.2249e-08
C128_1	MCCD1	6	31496739	31498008	16	4	33539	5.72	5.327e-09
C128_1	RUNX2	6	45296054	45518819	536	46	33413	5.5288	1.6118e-08
C128_1	MAGI2	7	77646374	79083121	5149	247	33327	6.0098	9.2889e-10
C128_1	DSCAML1	11	117298489	117667976	1291	101	33322	8.3191	4.4324e-17
C128_1	KTN1	14	56046925	56151302	300	11	33439	6.6713	1.2677e-11
C128_1	CLN3	16	28488600	28505897	19	4	33390	6.4121	7.1756e-11
C128_1	APOBR	16	28505970	28510291	10	3	33377	6.4223	6.7121e-11
C128_1	IL27	16	28510683	28518155	13	3	33351	5.9451	1.3813e-09
C128_1	CCDC101	16	28565249	28603111	106	14	33403	6.091	5.6092e-10
C128_1	SULT1A2	16	28603264	28611058	30	7	33234	5.9191	1.6182e-09
C128_1	SULT1A1	16	28616908	28634907	24	6	33230	6.4396	5.9903e-11
C128_1	ATXN2L	16	28834369	28848558	25	2	33485	6.6817	1.1813e-11
C128_1	TUFM	16	28853732	28857729	7	2	33540	6.5676	2.5567e-11
C128_1	SH2B1	16	28872939	28885534	17	3	33433	6.8117	4.821e-12
C128_1	ATP2A1	16	28889192	28915830	32	5	33277	6.6673	1.3027e-11
C128_1	CD19	16	28943082	28950668	7	4	33283	6.0594	6.832e-10
C128_1	NFATC2IP	16	28962318	28977786	17	5	33384	5.7475	4.5275e-09
C128_1	AKAP10	17	19807765	19881169	111	10	33387	5.7532	4.3796e-09
C128_1	DCC	18	49866542	51062273	4579	110	33402	6.9631	1.6648e-12
C128_1	VPS16	20	2821373	2847378	72	6	33368	5.4928	1.9785e-08
C128_1	DEFB124	20	30053309	30060816	15	5	33152	6.1832	3.1406e-10
C128_1	REM1	20	30063091	30072708	18	7	33299	6.6959	1.0715e-11
C128_1	HM13	20	30102213	30158178	110	7	33430	6.2523	2.022e-10
C128_1	COX4I2	20	30225685	30232837	13	2	33154	6.9608	1.6913e-12
C128_1	BCL2L1	20	30252261	30311752	89	8	33308	6.1094	5e-10
C128_1	TPX2	20	30326904	30389605	104	10	33465	6.1094	5e-10
C128_1	MYLK2	20	30407115	30422500	42	7	33466	7.7608	4.2188e-15
C128_1	FOXS1	20	30432103	30433420	2	1	33332	6.1094	5e-10
C128_1	DUSP15	20	30435441	30458479	51	16	33322	7.2721	1.7697e-13
C128_1	TTLL9	20	30458440	30532770	146	23	33343	5.6599	7.5724e-09
C128_1	DSCAM	21	41384343	42219039	2989	193	33329	6.2659	1.8535e-10
C128_10	CENPW	6	126660660	126670548	12	4	33448	6.4095	7.3016e-11
C128_106	ZIC4	3	147103835	147124596	33	9	33403	6.0331	8.0441e-10
C128_106	SFTA2	6	30899127	30899952	9	3	33540	6.0649	6.6022e-10
C128_106	CORO6	17	27941774	27949926	9	3	33300	5.7254	5.1582e-09
C128_106	SSH2	17	27952956	28257231	400	17	33435	6.2449	2.1206e-10
C128_106	EFCAB5	17	28256874	28435470	248	15	33456	5.9272	1.5408e-09
C128_106	NSRP1	17	28443821	28513493	102	8	33386	5.8543	2.3946e-09
C128_107	ZIC4	3	147103835	147124596	33	9	33403	7.8163	2.72e-15
C128_107	ZIC1	3	147127181	147134506	10	6	33365	8.027	4.996e-16
C128_107	FCHO2	5	72251808	72386349	221	15	33414	5.5403	1.5096e-08
C128_107	C7orf76	7	96110938	96132835	44	10	33354	6.1556	3.7401e-10
C128_107	SHFM1	7	96318079	96339203	52	10	33438	7.0603	8.3072e-13
C128_110	WNT4	1	22443798	22470474	91	16	33422	5.5709	1.2669e-08
C128_110	ZIC4	3	147103835	147124596	33	9	33403	6.685	1.1543e-11
C128_110	ZIC1	3	147127181	147134506	10	6	33365	6.1244	4.5509e-10
C128_110	SLIT2	4	20254566	20622184	911	103	33382	6.0974	5.389e-10
C128_110	STOX1	10	70587294	70655209	199	25	33326	5.7082	5.7083e-09
C128_110	FAM53B	10	126307861	126432930	258	24	33326	6.2431	2.1445e-10
C128_110	METTL10	10	126434336	126480439	87	12	33382	6.9999	1.281e-12
C128_110	FAM175B	10	126490354	126525239	54	10	33429	5.6727	7.0265e-09
C128_110	EML1	14	100204056	100408397	557	45	33295	5.8655	2.2388e-09
C128_110	KIAA1755	20	36838907	36889174	129	19	33362	5.5104	1.7904e-08
C128_113	SALL1	16	51169886	51185183	19	7	33350	5.9454	1.3791e-09
C128_114	PFDN1	5	139624635	139682689	98	9	33343	5.5131	1.7633e-08
C128_114	NPTX1	17	78440633	78450404	28	7	33319	5.653	7.8855e-09
C128_114	MIR1-1HG	20	61147660	61167971	104	13	33077	6.2798	1.6955e-10
C128_114	DNAJC5	20	62526455	62567384	147	15	33395	5.8457	2.5218e-09
C128_115	ZIC4	3	147103835	147124596	33	9	33402	7.7234	5.6621e-15
C128_115	ZIC1	3	147127181	147134506	10	6	33364	7.5275	2.5868e-14
C128_115	NAV2	11	19372271	20143147	2111	199	33311	5.6867	6.4767e-09
C128_115	DAAM1	14	59655329	59838123	560	29	33359	6.384	8.6278e-11
C128_116	ALDH1A2	15	58245622	58358121	331	15	33331	5.7254	5.1581e-09
C128_118	BTN2A1	6	26458132	26476849	61	12	33481	5.5847	1.1706e-08
C128_118	ATP6V1G2	6	31512228	31514625	9	6	33541	5.7157	5.4634e-09
C128_118	PRRC2A	6	31588450	31605554	63	15	33503	6.5633	2.6307e-11
C128_118	BAG6	6	31606805	31620953	41	12	33537	5.7622	4.1505e-09
C128_118	MSH5	6	31707725	31730455	58	15	33509	6.222	2.4546e-10
C128_118	VARS	6	31745295	31763712	33	12	33491	5.5658	1.3047e-08
C128_118	ARHGAP27	17	43471268	43510282	94	6	33345	5.902	1.7961e-09
C128_118	PLEKHM1	17	43513266	43568146	140	7	33367	5.9655	1.2196e-09
C128_118	CRHR1	17	43697710	43913194	994	9	33459	6.1201	4.6766e-10
C128_118	SPPL2C	17	43922256	43924438	17	2	33496	6.1722	3.3676e-10
C128_118	MAPT	17	43971702	44105700	709	5	33453	6.0736	6.2529e-10
C128_118	STH	17	44076616	44077060	1	1	33541	6.0364	7.8783e-10
C128_118	KANSL1	17	44107282	44302740	779	4	33346	6.0825	5.9155e-10
C128_118	LRRC37A	17	44316744	44415160	82	5	33126	6.0734	6.2604e-10
C128_118	NSF	17	44668035	44834830	76	8	33379	5.8423	2.5746e-09
C128_119	ZIC4	3	147103835	147124596	33	9	33403	6.9821	1.4543e-12
C128_119	ZIC1	3	147127181	147134506	10	6	33365	6.3792	8.8998e-11
C128_12	PAPPA	9	118916071	119164600	409	66	33255	5.9098	1.7122e-09
C128_12	CCDC53	12	102406717	102455902	104	16	33459	5.5637	1.3202e-08
C128_12	NUP37	12	102467967	102514025	101	16	33483	5.5844	1.1722e-08
C128_12	MACROD2	20	13976146	16033842	6109	309	33353	6.9266	2.1561e-12
C128_122	KIF6	6	39302876	39693181	1083	60	33366	6.3473	1.0958e-10
C128_122	CCDC91	12	28343360	28703099	909	18	33419	6.2446	2.1251e-10
C128_122	SMG6	17	1963133	2207069	671	25	33416	6.0384	7.781e-10
C128_122	UQCC1	20	33890369	33999945	174	10	33468	6.0746	6.2139e-10
C128_123	ERVMER34-1	4	53609684	53617807	17	3	33396	5.5326	1.5779e-08
C128_123	RASL11B	4	53728495	53733002	11	3	33450	5.6601	7.5662e-09
C128_123	ENPP2	8	120569317	120685644	267	29	33342	6.1463	3.9653e-10
C128_123	PTCH1	9	98205264	98279247	155	17	33373	5.4814	2.1101e-08
C128_123	COL2A1	12	48366748	48398285	121	15	33330	6.2893	1.5946e-10
C128_123	SENP1	12	48436681	48500091	168	17	33471	6.1861	3.0839e-10
C128_123	DAAM1	14	59655329	59838123	560	29	33360	7.6389	1.0954e-14
